"","Name","Total"
"1281","Jazlynn",713
"1282","Simone",713
"1283","Jaylynn",712
"1284","Kairi",712
"1285","Kayson",712
"1286","Khaleesi",711
"1287","Amia",709
"1288","Maleah",709
"1289","Giovanna",707
"1290","Harvey",707
"1291","Janessa",707
"1292","Raquel",707
"1293","Henley",706
"1294","Taliyah",705
"1295","Emmeline",704
"1296","Katalina",704
"1297","Kelly",704
"1298","Thalia",704
"1299","Analia",703
"1300","Ayleen",703
"1301","Tori",703
"1302","Estrella",702
"1303","Colby",699
"1304","Francis",698
"1305","Amalia",696
"1306","Deborah",695
"1307","Chana",694
"1308","Caitlin",692
"1309","Hunter",691
"1310","Kristina",691
"1311","Kailani",690
"1312","Jessie",689
"1313","Aiyana",688
"1314","Alannah",688
"1315","Azariah",687
"1316","Brenda",687
"1317","Naya",687
"1318","Rylan",687
"1319","Briar",686
"1320","Ciara",686
"1321","Kaylynn",685
"1322","Katelynn",684
"1323","Nico",682
"1324","Paulina",681
"1325","Zoie",681
"1326","Estelle",680
"1327","Carlee",679
"1328","Selah",679
"1329","Alijah",676
"1330","Kathleen",675
"1331","Monserrat",675
"1332","Ryann",675
"1333","Astrid",674
"1334","Brycen",673
"1335","Frida",673
"1336","Raiden",671
"1337","Belen",669
"1338","Lillianna",669
"1339","Alec",668
"1340","Adrienne",667
"1341","Casey",667
"1342","Reece",667
"1343","Karlie",666
"1344","Zaria",666
"1345","Blair",664
"1346","Celia",664
"1347","Jaime",664
"1348","Marianna",664
"1349","Keaton",663
"1350","Raven",663
"1351","Yareli",663
"1352","Pierce",662
"1353","Raylan",662
"1354","Hana",660
"1355","Lina",659
"1356","Zaniyah",658
"1357","Brenna",656
"1358","Nataly",656
"1359","Paula",656
"1360","Elora",655
"1361","Sandra",655
"1362","Paityn",654
"1363","Wren",654
"1364","Davis",652
"1365","Zendaya",652
"1366","Rivka",649
"1367","Holland",648
"1368","Barbara",647
"1369","Louisa",647
"1370","Nala",647
"1371","Nancy",647
"1372","Sutton",647
"1373","Winter",647
"1374","Dana",646
"1375","Marjorie",646
"1376","Kailee",645
"1377","Ryland",644
"1378","Romina",642
"1379","Charley",640
"1380","Carla",639
"1381","Evalyn",638
"1382","Farrah",638
"1383","Milania",638
"1384","Poppy",638
"1385","Faye",637
"1386","Princess",637
"1387","Raina",636
"1388","Emilie",635
"1389","Kasen",635
"1390","Sariah",635
"1391","Tinley",635
"1392","Baylee",633
"1393","Bryleigh",633
"1394","Iliana",633
"1395","Kenya",633
"1396","Arlo",632
"1397","Antonella",631
"1398","Caylee",631
"1399","Kassidy",631
"1400","Lizbeth",631
"1401","Aya",630
"1402","Bonnie",630
"1403","Avalynn",629
"1404","Desiree",628
"1405","Khalil",628
"1406","Nathalia",627
"1407","Nathaly",627
"1408","Atlas",626
"1409","Hailee",624
"1410","Kai",624
"1411","Landry",624
"1412","Dalary",623
"1413","Kaylani",623
"1414","Marisol",623
"1415","Mavis",623
"1416","Ty",623
"1417","Heavenly",622
"1418","Aliya",621
"1419","Andi",621
"1420","Zaylee",621
"1421","Bodhi",620
"1422","Mercy",620
"1423","Yamileth",620
"1424","Brylee",619
"1425","Karen",619
"1426","Quincy",619
"1427","Adilynn",618
"1428","Annalee",618
"1429","Estella",618
"1430","Sasha",617
"1431","Shayla",617
"1432","Ronin",616
"1433","Stevie",616
"1434","Wendy",616
"1435","Ellis",615
"1436","Madyson",615
"1437","Emmaline",612
"1438","Reina",612
"1439","Royalty",611
"1440","Micah",610
"1441","Karsyn",609
"1442","Anabella",608
"1443","Maliah",607
"1444","Veda",607
"1445","Jewel",606
"1446","Judith",606
"1447","Julianne",606
"1448","Kian",606
"1449","Joelle",604
"1450","Kaya",604
"1451","Kiana",604
"1452","Malakai",604
"1453","Bryanna",603
"1454","Ingrid",602
"1455","Kaiya",602
"1456","Zion",602
"1457","Hadleigh",601
"1458","Joslyn",600
"1459","Marleigh",600
"1460","Aryana",599
"1461","Giana",599
"1462","Kensley",599
"1463","Bristol",597
"1464","Dennis",596
"1465","Royce",594
"1466","Itzayana",593
"1467","Aranza",592
"1468","Asa",591
"1469","Jasmin",591
"1470","Paloma",591
"1471","Tegan",591
"1472","Zayne",591
"1473","Abril",590
"1474","Hanna",590
"1475","Ally",589
"1476","Amya",589
"1477","Susan",589
"1478","Landry",588
"1479","Imani",587
"1480","Zainab",587
"1481","Vienna",586
"1482","Lindsay",585
"1483","Nixon",585
"1484","Kellen",584
"1485","Aubriella",583
"1486","Ellison",582
"1487","Rhys",581
"1488","Yasmin",581
"1489","Kieran",580
"1490","Rowen",579
"1491","Luka",578
"1492","Noor",578
"1493","Halle",577
"1494","Omari",576
"1495","Reign",576
"1496","Arden",575
"1497","Tabitha",575
"1498","Devon",573
"1499","Chris",571
"1500","Ann",570
"1501","Bowen",570
"1502","Sharon",570
"1503","Mariyah",569
"1504","Nasir",569
"1505","Sariyah",569
"1506","Sloan",569
"1507","Callen",568
"1508","Lyra",567
"1509","Kayden",566
"1510","Alisha",565
"1511","Briley",564
"1512","Jana",564
"1513","Layton",564
"1514","Elin",563
"1515","Miya",563
"1516","Tara",563
"1517","Alisson",561
"1518","Aminah",561
"1519","Cherish",561
"1520","Esperanza",560
"1521","Kristen",560
"1522","Kamari",559
"1523","Aimee",558
"1524","Alessia",558
"1525","Azaria",558
"1526","Gianni",558
"1527","Moriah",558
"1528","Aislinn",557
"1529","Monroe",557
"1530","Briar",556
"1531","Rhea",556
"1532","Ellianna",554
"1533","Harmoni",554
"1534","Hayes",554
"1535","Alyvia",553
"1536","Frankie",553
"1537","Jordynn",553
"1538","Heather",552
"1539","Louise",551
"1540","Aadhya",549
"1541","Rayne",549
"1542","Emmie",548
"1543","Lilia",548
"1544","Vada",548
"1545","Jamari",547
"1546","Meilani",547
"1547","Luz",546
"1548","Tinsley",544
"1549","Jaida",543
"1550","Lilyanna",543
"1551","Cordelia",542
"1552","Dixie",541
"1553","Belle",540
"1554","Ari",539
"1555","Aubri",539
"1556","Kensington",539
"1557","America",538
"1558","Maxine",538
"1559","Sam",536
"1560","Kyndall",535
"1561","Harleigh",534
"1562","Avalyn",533
"1563","Mollie",533
"1564","Emmalee",532
"1565","Jaylin",532
"1566","Sarahi",532
"1567","Alianna",530
"1568","Asia",530
"1569","Dorian",530
"1570","Rayan",530
"1571","Ayana",529
"1572","Kimora",529
"1573","Anniston",528
"1574","Jaelyn",528
"1575","Ramona",528
"1576","Sidney",526
"1577","Antonia",525
"1578","Kimber",525
"1579","Angeline",524
"1580","India",524
"1581","Saniyah",524
"1582","Bailee",523
"1583","Dax",522
"1584","Mattie",522
"1585","Amayah",521
"1586","Guadalupe",521
"1587","Abrielle",520
"1588","Akira",520
"1589","Maren",520
"1590","Libby",519
"1591","Kiley",517
"1592","Soren",517
"1593","Natalee",516
"1594","Raylee",514
"1595","Alisa",513
"1596","Amora",513
"1597","Aubrianna",513
"1598","Chandler",513
"1599","Jenny",513
"1600","Addalyn",511
"1601","Crosby",511
"1602","Miley",510
"1603","Alissa",509
"1604","Calliope",509
"1605","Janae",509
"1606","Kaelynn",509
"1607","Uriah",509
"1608","Finnley",507
"1609","Ailani",506
"1610","Samiyah",506
"1611","Cindy",505
"1612","Janiya",505
"1613","Treasure",505
"1614","Novalee",504
"1615","Rosalyn",504
"1616","Sonia",504
"1617","Taya",504
"1618","Collins",503
"1619","Audriana",502
"1620","Blaire",502
"1621","Maylee",501
"1622","Saige",501
"1623","Carlie",500
"1624","Dalia",500
"1625","Riya",500
"1626","Charlize",499
"1627","Diya",499
"1628","Kori",499
"1629","Uriel",499
"1630","Dani",498
"1631","Etta",498
"1632","Everlee",497
"1633","Renee",497
"1634","Robin",497
"1635","Boston",496
"1636","Robyn",496
"1637","Sylvie",496
"1638","Giavanna",495
"1639","Ireland",495
"1640","Elina",494
"1641","Ivory",494
"1642","Yaritza",494
"1643","Adley",492
"1644","Maddie",492
"1645","Magdalena",492
"1646","Cambria",491
"1647","Memphis",491
"1648","Carina",490
"1649","Mercedes",490
"1650","Baylor",489
"1651","Danika",489
"1652","Madden",489
"1653","Davina",488
"1654","Diamond",488
"1655","Kadence",488
"1656","Kalani",488
"1657","Braylee",487
"1658","Cannon",487
"1659","Frankie",487
"1660","Opal",487
"1661","Ayanna",486
"1662","Jocelynn",486
"1663","Devyn",485
"1664","Jurnee",485
"1665","Kobe",485
"1666","Ricky",482
"1667","Spencer",482
"1668","Temperance",482
"1669","Abbigail",481
"1670","Anais",480
"1671","Ayva",480
"1672","Jalen",479
"1673","Sailor",479
"1674","Jasiah",478
"1675","Mckayla",478
"1676","Bexley",477
"1677","Marlowe",477
"1678","Xiomara",477
"1679","Evalynn",476
"1680","Mylah",476
"1681","Rilynn",476
"1682","Tamia",476
"1683","Denise",475
"1684","Alaysia",474
"1685","Aliah",474
"1686","Amani",474
"1687","Regan",474
"1688","Rosalee",473
"1689","Cristina",472
"1690","Harlee",472
"1691","Kylah",472
"1692","Neriah",472
"1693","Whitley",472
"1694","Austyn",470
"1695","Karleigh",470
"1696","Berkley",469
"1697","Korbin",469
"1698","Keily",468
"1699","Fallon",467
"1700","August",466
"1701","Joey",466
"1702","Taryn",466
"1703","Micaela",465
"1704","Scout",465
"1705","Violeta",465
"1706","Reign",464
"1707","Samira",463
"1708","Sincere",463
"1709","Della",462
"1710","Bo",461
"1711","Florence",460
"1712","Vivien",460
"1713","Elodie",459
"1714","Nalani",458
"1715","Kaidence",457
"1716","Macey",457
"1717","Promise",457
"1718","Jenesis",456
"1719","Loretta",456
"1720","Courtney",455
"1721","Londynn",455
"1722","Aanya",454
"1723","Araceli",454
"1724","Egypt",454
"1725","Tristen",454
"1726","Neveah",453
"1727","Pyper",453
"1728","Jubilee",452
"1729","Noa",452
"1730","Bayleigh",450
"1731","Natalya",450
"1732","Robin",450
"1733","Jaycee",449
"1734","Campbell",448
"1735","Ellery",448
"1736","Kelsie",448
"1737","Malayah",448
"1738","Sherlyn",448
"1739","Talon",448
"1740","Toby",448
"1741","Kingsley",447
"1742","Paisleigh",447
"1743","Dalilah",446
"1744","Kenna",446
"1745","Valery",446
"1746","Honesty",445
"1747","Kamiyah",445
"1748","Sky",445
"1749","Winnie",445
"1750","Makena",444
"1751","Patience",444
"1752","Tess",444
"1753","Krystal",443
"1754","Adalee",442
"1755","Kasey",442
"1756","Margo",442
"1757","Shannon",442
"1758","Sylas",442
"1759","Adilyn",441
"1760","Meghan",441
"1761","Saanvi",440
"1762","Selina",440
"1763","Carleigh",439
"1764","Kaitlynn",439
"1765","Kamilah",439
"1766","Noe",439
"1767","Sidney",438
"1768","Adilene",436
"1769","Gracyn",436
"1770","Marian",436
"1771","Leela",435
"1772","Raya",435
"1773","Addalynn",434
"1774","Alora",433
"1775","Julien",433
"1776","Niko",433
"1777","Luisa",432
"1778","Edison",431
"1779","Sally",431
"1780","Gwyneth",430
"1781","Maisy",430
"1782","Saoirse",430
"1783","Aiyanna",429
"1784","Dane",429
"1785","Kaleigh",429
"1786","Octavia",429
"1787","Adela",428
"1788","Drew",428
"1789","Sunny",427
"1790","Kylan",426
"1791","Brentley",425
"1792","Ayaan",424
"1793","Baylor",424
"1794","Elisha",424
"1795","Kataleya",424
"1796","Lesly",424
"1797","Brynleigh",423
"1798","Layne",423
"1799","Beatrix",422
"1800","Denver",422
"1801","Shea",422
"1802","Elayna",420
"1803","Agnes",419
"1804","Ailyn",419
"1805","Kristian",419
"1806","Amiah",418
"1807","Blaine",418
"1808","Tegan",418
"1809","Karis",417
"1810","Palmer",417
"1811","Theresa",417
"1812","Karma",416
"1813","Selene",416
"1814","Ansley",415
"1815","Bellamy",415
"1816","Jaylin",414
"1817","Kamille",414
"1818","Marlene",414
"1819","Sanaa",414
"1820","Emerald",413
"1821","Legacy",413
"1822","Zayn",413
"1823","Bree",412
"1824","Kinzley",412
"1825","Maryjane",412
"1826","Seraphina",412
"1827","Katerina",411
"1828","Milah",410
"1829","Noel",410
"1830","Viola",410
"1831","Ila",409
"1832","Stacy",409
"1833","Cecily",408
"1834","Charleston",408
"1835","Katrina",408
"1836","Raylynn",408
"1837","Addelyn",407
"1838","Addie",407
"1839","Amaris",407
"1840","Preslee",407
"1841","Annelise",406
"1842","Wynter",406
"1843","Ezra",405
"1844","Kailynn",405
"1845","Kaleah",405
"1846","Shanaya",405
"1847","Jagger",404
"1848","Jovie",404
"1849","Lillyana",404
"1850","Audrianna",403
"1851","Kyree",403
"1852","Lee",403
"1853","Malani",403
"1854","Carley",402
"1855","Cassie",402
"1856","Charity",402
"1857","Emani",401
"1858","Coral",400
"1859","Karmen",400
"1860","Mina",400
"1861","Violette",399
"1862","Alma",398
"1863","Callan",398
"1864","Forrest",398
"1865","Jacoby",398
"1866","Kaelyn",398
"1867","Malka",398
"1868","Rayden",398
"1869","Rita",398
"1870","Geneva",397
"1871","Nellie",397
"1872","Soraya",397
"1873","Terry",397
"1874","Vivianna",397
"1875","Aleigha",396
"1876","Camdyn",396
"1877","Roslyn",396
"1878","Channing",395
"1879","Bryn",394
"1880","Brynley",394
"1881","Celina",394
"1882","Deanna",394
"1883","Elia",394
"1884","Kamdyn",394
"1885","Kaycee",394
"1886","Larissa",394
"1887","Ashtyn",393
"1888","Joyce",393
"1889","Kourtney",393
"1890","Lillyanna",393
"1891","Nahla",393
"1892","Rebeca",393
"1893","Rylynn",392
"1894","Tyler",392
"1895","Ivana",391
"1896","Zoya",391
"1897","Anayah",390
"1898","Aryan",390
"1899","Dominique",390
"1900","Lorena",390
"1901","Ellison",389
"1902","Abbie",388
"1903","Litzy",387
"1904","Marlie",387
"1905","Ashton",386
"1906","Dania",386
"1907","Izabelle",386
"1908","Susanna",386
"1909","Arian",385
"1910","Kenley",385
"1911","Makai",385
"1912","Langston",384
"1913","Leena",384
"1914","Lianna",384
"1915","Aliyana",383
"1916","Flynn",383
"1917","Meera",383
"1918","Arlette",382
"1919","Christiana",382
"1920","Jakayla",382
"1921","Mika",382
"1922","Giada",381
"1923","Luella",381
"1924","Simone",381
"1925","Kaley",380
"1926","Tia",380
"1927","Whitney",380
"1928","Annabeth",379
"1929","Carsyn",379
"1930","Stevie",379
"1931","Aida",378
"1932","Aubriana",378
"1933","Averi",378
"1934","Delia",378
"1935","Joelle",378
"1936","Palmer",378
"1937","Denver",377
"1938","Evelina",377
"1939","Yara",376
"1940","Annette",375
"1941","Bentlee",375
"1942","Eisley",375
"1943","Taraji",375
"1944","Belinda",374
"1945","Blessing",374
"1946","Eleanora",374
"1947","Lindsey",374
"1948","Destinee",373
"1949","Kyrie",373
"1950","Arleth",372
"1951","Haleigh",372
"1952","Leilah",372
"1953","Rowyn",371
"1954","Annaliese",370
"1955","Persephone",370
"1956","Tori",370
"1957","Aarya",369
"1958","Gisselle",369
"1959","Kaylen",369
"1960","Brisa",368
"1961","Flora",368
"1962","Kaysen",368
"1963","Kehlani",368
"1964","Mercy",368
"1965","Ray",368
"1966","Arden",367
"1967","Betty",367
"1968","Kaylin",367
"1969","Maritza",367
"1970","Mayra",367
"1971","Saniya",367
"1972","Zain",367
"1973","Audra",366
"1974","Holland",366
"1975","Kinleigh",366
"1976","Santana",366
"1977","Brecken",365
"1978","Lucca",365
"1979","Marcella",365
"1980","Annaleigh",364
"1981","Blaze",364
"1982","Jacquelyn",364
"1983","Kairi",364
"1984","Kinlee",364
"1985","Leilany",364
"1986","Miyah",364
"1987","Oaklee",364
"1988","Roxanne",364
"1989","Skylynn",364
"1990","Tianna",364
"1991","Adonis",363
"1992","Asha",363
"1993","Caydence",363
"1994","Sofie",363
"1995","Yesenia",363
"1996","Campbell",362
"1997","Carson",362
"1998","Colbie",362
"1999","Janice",362
"2000","Kya",362
"2001","Yuliana",362
"2002","Rubi",360
"2003","Alex",358
"2004","Jaylee",358
"2005","Kailyn",358
"2006","Dana",357
"2007","Finnley",357
"2008","Kalia",357
"2009","Vayda",357
"2010","Alden",356
"2011","Jazmyn",356
"2012","Karissa",356
"2013","Zayla",356
"2014","Harriet",355
"2015","Kacey",355
"2016","Paula",355
"2017","Rihanna",355
"2018","Ares",354
"2019","Journi",354
"2020","Kaylyn",354
"2021","Khadija",354
"2022","Malak",354
"2023","Reece",354
"2024","Cory",353
"2025","Darcy",353
"2026","Lilyann",353
"2027","Clover",352
"2028","Indie",352
"2029","Karly",352
"2030","Amaia",351
"2031","Brinlee",351
"2032","Ida",351
"2033","Keila",351
"2034","Ryann",351
"2035","Calista",350
"2036","Keagan",350
"2037","Yazmin",350
"2038","Kamari",349
"2039","Shirley",349
"2040","Skylah",349
"2041","Britney",348
"2042","Jedidiah",348
"2043","Miller",348
"2044","Pamela",348
"2045","Ronnie",348
"2046","Anneliese",347
"2047","Maite",347
"2048","Noor",347
"2049","Nyomi",347
"2050","Andi",346
"2051","Salem",346
"2052","Queen",345
"2053","Rachael",345
"2054","Waverly",345
"2055","Isabell",344
"2056","Araya",343
"2057","Brett",343
"2058","Haylie",343
"2059","Kinsey",343
"2060","Jaylynn",342
"2061","Katarina",342
"2062","Shay",342
"2063","Brodie",341
"2064","Ananya",340
"2065","Emi",340
"2066","Ali",339
"2067","Brayleigh",339
"2068","Jacey",339
"2069","Silvia",338
"2070","Emiliana",337
"2071","Kendyl",337
"2072","Mireya",337
"2073","Caleigh",336
"2074","Jazelle",336
"2075","Mariella",336
"2076","Yaretzy",336
"2077","Elinor",335
"2078","Grecia",335
"2079","Kayleen",335
"2080","Keziah",335
"2081","Milagros",335
"2082","Nadine",335
"2083","Priya",335
"2084","Toni",335
"2085","Karli",334
"2086","Kendal",334
"2087","Lamar",334
"2088","Bentley",333
"2089","Elissa",333
"2090","Jaleah",333
"2091","Laniyah",333
"2092","Layan",333
"2093","Shea",333
"2094","Kynslee",332
"2095","Linnea",332
"2096","Petra",332
"2097","Andie",331
"2098","Audree",331
"2099","Dariana",331
"2100","Dayton",331
"2101","Gretchen",331
"2102","Kenya",331
"2103","Vida",331
"2104","Austyn",330
"2105","Devyn",330
"2106","Lucinda",330
"2107","Irie",329
"2108","Tamara",329
"2109","Ayesha",328
"2110","Farah",328
"2111","Janie",327
"2112","Tesla",327
"2113","Zahara",327
"2114","Grayson",326
"2115","Evangelina",325
"2116","Lachlan",325
"2117","Emalyn",324
"2118","Dash",323
"2119","Ira",323
"2120","Jazzlyn",323
"2121","Salem",323
"2122","Cheyanne",322
"2123","Kody",322
"2124","Raleigh",322
"2125","Jaylyn",321
"2126","Kamiya",321
"2127","Lincoln",321
"2128","Nya",321
"2129","Areli",320
"2130","Blythe",320
"2131","Carsyn",320
"2132","Marin",320
"2133","Yasmine",320
"2134","Alanah",319
"2135","Freyja",319
"2136","Aadya",318
"2137","Anita",318
"2138","Beverly",318
"2139","Brantlee",318
"2140","Estefania",318
"2141","Kenleigh",318
"2142","Mayson",318
"2143","Ashanti",317
"2144","Dina",317
"2145","Dior",317
"2146","Elly",317
"2147","Kole",317
"2148","Rayne",317
"2149","Samiya",317
"2150","Guinevere",316
